,Tarih,Açılış,Yüksek,Düşük,Kapanış,Adj Kapanış,Hacim,Haftanın Günü,Ay,Ay Başı,Ay Sonu,H-L
0,1998-01-05,3451.300049,3714.699951,3451.300049,3711.399902,3711.399902,7303200.0,1,4,0,0,1
1,1998-01-06,3711.399902,3769.5,3626.399902,3652.0,3652.0,8050400.0,4,4,0,0,1
2,1998-01-07,3652.0,3715.899902,3623.300049,3682.600098,3682.600098,6260900.0,5,4,0,0,1
3,1998-01-08,3682.600098,3792.600098,3571.899902,3590.100098,3590.100098,8944000.0,3,4,0,0,1
4,1998-01-09,3590.100098,3621.699951,3520.5,3587.100098,3587.100098,4521600.0,0,4,0,0,1
5,1998-01-12,3587.100098,3587.100098,3175.300049,3199.699951,3199.699951,4710500.0,1,4,0,0,1
6,1998-01-13,3199.699951,3413.899902,3199.699951,3413.899902,3413.899902,4316200.0,4,4,0,0,0
7,1998-01-14,3413.899902,3448.699951,3243.199951,3284.899902,3284.899902,3335500.0,5,4,0,0,1
8,1998-01-15,3284.899902,3303.100098,3209.699951,3294.600098,3294.600098,2843300.0,3,4,0,0,1
9,1998-01-16,3294.600098,3384.800049,3220.800049,3384.800049,3384.800049,2605300.0,0,4,0,0,0
10,1998-01-19,3384.800049,3536.899902,3384.800049,3513.100098,3513.100098,4976900.0,1,4,0,0,1
11,1998-01-20,3513.100098,3536.600098,3447.399902,3477.899902,3477.899902,4511400.0,4,4,0,0,1
12,1998-01-21,3477.899902,3548.800049,3472.600098,3523.899902,3523.899902,4931400.0,5,4,0,0,1
13,1998-01-22,3523.899902,3551.600098,3430.5,3452.199951,3452.199951,5186500.0,3,4,0,0,1
14,1998-01-23,3452.199951,3503.699951,3434.600098,3459.800049,3459.800049,4685800.0,0,4,0,0,1
15,1998-01-26,3459.800049,3576.199951,3459.800049,3517.199951,3517.199951,4772600.0,1,4,0,0,1
16,1998-01-27,3517.0,3530.300049,3468.0,3515.399902,3515.399902,3684400.0,4,4,0,0,1
17,1998-01-28,3515.399902,3547.199951,3483.600098,3547.199951,3547.199951,2017400.0,5,4,0,0,0
18,1998-01-29,,,,,,,3,4,0,0,0
19,1998-01-30,,,,,,,0,4,0,0,0
20,1998-02-02,3547.199951,3547.199951,3205.199951,3367.199951,3367.199951,5342700.0,1,3,0,0,1
21,1998-02-03,3367.199951,3448.100098,3208.100098,3249.100098,3249.100098,5365100.0,4,3,0,0,1
22,1998-02-04,3249.100098,3249.100098,2997.399902,3034.800049,3034.800049,4382800.0,5,3,0,0,1
23,1998-02-05,3034.800049,3034.800049,2739.600098,2981.5,2981.5,5348300.0,3,3,0,0,1
24,1998-02-06,2981.5,3005.600098,2872.800049,2986.600098,2986.600098,3460600.0,0,3,0,0,1
25,1998-02-09,2986.600098,2986.600098,2830.800049,2847.5,2847.5,2479100.0,1,3,0,0,1
26,1998-02-10,2847.5,2892.800049,2631.699951,2777.100098,2777.100098,3529000.0,4,3,0,0,1
27,1998-02-11,2777.100098,2926.899902,2740.699951,2926.899902,2926.899902,4141800.0,5,3,0,0,0
28,1998-02-12,2926.899902,3048.699951,2855.5,3008.0,3008.0,5629600.0,3,3,0,0,1
29,1998-02-13,3008.0,3069.199951,2972.399902,3014.600098,3014.600098,4331400.0,0,3,0,0,1
30,1998-02-16,3014.600098,3061.600098,2986.100098,3037.100098,3037.100098,2934500.0,1,3,0,0,1
31,1998-02-17,3037.100098,3113.5,3037.100098,3103.199951,3103.199951,4352100.0,4,3,0,0,1
32,1998-02-18,3103.199951,3158.0,3088.100098,3105.100098,3105.100098,4315200.0,5,3,0,0,1
33,1998-02-19,3105.100098,3105.100098,2872.300049,2908.399902,2908.399902,3681800.0,3,3,0,0,1
34,1998-02-20,2908.399902,2973.0,2813.699951,2973.0,2973.0,3308100.0,0,3,0,0,0
35,1998-02-23,2973.0,3330.300049,2973.0,3306.800049,3306.800049,6057600.0,1,3,0,0,1
36,1998-02-24,3306.800049,3309.300049,3196.0,3225.699951,3225.699951,5524200.0,4,3,0,0,1
37,1998-02-25,3225.699951,3333.399902,3201.899902,3333.399902,3333.399902,4631300.0,5,3,0,0,0
38,1998-02-26,3333.399902,3426.600098,3333.399902,3402.399902,3402.399902,7115100.0,3,3,0,0,1
39,1998-02-27,3402.399902,3413.199951,3242.600098,3272.199951,3272.199951,5116400.0,0,3,0,0,1
40,1998-03-02,3272.199951,3398.5,3272.199951,3346.699951,3346.699951,4647500.0,1,7,0,0,1
41,1998-03-03,3346.699951,3364.100098,3282.5,3353.600098,3353.600098,3548300.0,4,7,0,0,1
42,1998-03-04,3353.600098,3402.300049,3295.300049,3320.600098,3320.600098,4011200.0,5,7,0,0,1
43,1998-03-05,3320.600098,3406.100098,3320.600098,3406.100098,3406.100098,5037400.0,3,7,0,0,0
44,1998-03-06,3406.100098,3469.800049,3405.800049,3469.800049,3469.800049,5972800.0,0,7,0,0,0
45,1998-03-09,3469.800049,3545.699951,3469.800049,3514.0,3514.0,7535700.0,1,7,0,0,1
46,1998-03-10,3514.0,3572.600098,3490.699951,3529.399902,3529.399902,7825700.0,4,7,0,0,1
47,1998-03-11,3529.399902,3563.0,3480.100098,3519.300049,3519.300049,4615100.0,5,7,0,0,1
48,1998-03-12,3519.300049,3554.800049,3462.399902,3492.899902,3492.899902,4310100.0,3,7,0,0,1
49,1998-03-13,3492.899902,3492.899902,3308.600098,3389.199951,3389.199951,4337500.0,0,7,0,0,1
50,1998-03-16,3389.199951,3418.5,3329.0,3377.399902,3377.399902,4205100.0,1,7,0,0,1
51,1998-03-17,3377.399902,3425.699951,3356.5,3397.5,3397.5,4713300.0,4,7,0,0,1
52,1998-03-18,3397.5,3397.5,3272.300049,3305.699951,3305.699951,3692200.0,5,7,0,0,1
53,1998-03-19,3305.699951,3305.699951,3201.5,3247.699951,3247.699951,3503000.0,3,7,0,0,1
54,1998-03-20,3247.699951,3274.600098,3134.300049,3269.800049,3269.800049,3604600.0,0,7,0,0,1
55,1998-03-23,3269.800049,3301.399902,3254.5,3266.800049,3266.800049,3577500.0,1,7,0,0,1
56,1998-03-24,3266.800049,3319.199951,3213.100098,3241.100098,3241.100098,4359400.0,4,7,0,0,1
57,1998-03-25,3241.100098,3308.399902,3218.0,3300.899902,3300.899902,3614600.0,5,7,0,0,1
58,1998-03-26,3300.899902,3351.699951,3280.899902,3338.199951,3338.199951,5180300.0,3,7,0,0,1
59,1998-03-27,3338.199951,3347.699951,3294.199951,3313.800049,3313.800049,4889500.0,0,7,0,0,1
60,1998-03-30,3313.800049,3333.699951,3191.0,3222.800049,3222.800049,3310200.0,1,7,0,0,1
61,1998-03-31,3222.800049,3259.100098,3188.399902,3259.100098,3259.100098,2460100.0,4,7,0,1,0
62,1998-04-01,3259.100098,3286.800049,3229.100098,3260.300049,3260.300049,5612600.0,5,0,1,0,1
63,1998-04-02,3260.300049,3397.199951,3260.0,3344.399902,3344.399902,4713300.0,3,0,0,0,1
64,1998-04-03,3344.399902,3443.199951,3337.699951,3443.0,3443.0,5327000.0,0,0,0,0,1
65,1998-04-06,,,,,,,1,0,0,0,0
66,1998-04-07,,,,,,,4,0,0,0,0
67,1998-04-08,,,,,,,5,0,0,0,0
68,1998-04-09,,,,,,,3,0,0,0,0
69,1998-04-10,,,,,,,0,0,0,0,0
70,1998-04-13,3443.0,3645.399902,3443.0,3645.399902,3645.399902,6328300.0,1,0,0,0,0
71,1998-04-14,3645.399902,3680.100098,3591.100098,3663.0,3663.0,7568200.0,4,0,0,0,1
72,1998-04-15,3663.0,3829.5,3663.0,3821.800049,3821.800049,9131600.0,5,0,0,0,1
73,1998-04-16,3821.800049,4095.899902,3821.800049,4054.399902,4054.399902,12815800.0,3,0,0,0,1
74,1998-04-17,4054.399902,4211.299805,4054.399902,4120.899902,4120.899902,9095900.0,0,0,0,0,1
75,1998-04-20,4120.899902,4231.0,4041.800049,4101.299805,4101.299805,11313300.0,1,0,0,0,1
76,1998-04-21,4101.299805,4266.0,4047.600098,4265.700195,4265.700195,7922800.0,4,0,0,0,1
77,1998-04-22,4265.700195,4428.299805,4265.700195,4365.799805,4365.799805,12617900.0,5,0,0,0,1
78,1998-04-23,,,,,,,3,0,0,0,0
79,1998-04-24,4365.799805,4366.0,4026.600098,4089.600098,4089.600098,8939200.0,0,0,0,0,1
80,1998-04-27,4089.600098,4103.600098,3914.699951,4020.899902,4020.899902,6633200.0,1,0,0,0,1
81,1998-04-28,4020.899902,4063.699951,3841.399902,3873.600098,3873.600098,6131300.0,4,0,0,0,1
82,1998-04-29,3873.600098,4100.200195,3873.600098,3983.199951,3983.199951,8682100.0,5,0,0,0,1
83,1998-04-30,3983.199951,4201.200195,3983.199951,4194.5,4194.5,7913800.0,3,0,0,1,1
84,1998-05-01,4194.5,4328.200195,4184.399902,4231.100098,4231.100098,0.0,0,8,1,0,1
85,1998-05-04,4194.5,4328.200195,4184.399902,4265.5,4265.5,10269900.0,1,8,0,0,1
86,1998-05-05,4265.5,4366.200195,4227.600098,4258.799805,4258.799805,11102800.0,4,8,0,0,1
87,1998-05-06,4258.799805,4310.299805,4178.700195,4218.0,4218.0,10418300.0,5,8,0,0,1
88,1998-05-07,4218.0,4248.5,4060.399902,4093.5,4093.5,9043900.0,3,8,0,0,1
89,1998-05-08,4093.5,4257.399902,4076.699951,4210.100098,4210.100098,8199200.0,0,8,0,0,1
90,1998-05-11,4210.100098,4254.100098,4172.799805,4254.100098,4254.100098,7928200.0,1,8,0,0,0
91,1998-05-12,4254.100098,4338.100098,4191.600098,4223.600098,4223.600098,9520300.0,4,8,0,0,1
92,1998-05-13,4223.600098,4310.100098,4200.100098,4260.5,4260.5,14843500.0,5,8,0,0,1
93,1998-05-14,4260.5,4372.799805,4199.799805,4230.0,4230.0,7735800.0,3,8,0,0,1
94,1998-05-15,4230.0,4301.100098,4128.5,4137.0,4137.0,4682000.0,0,8,0,0,1
95,1998-05-18,4137.0,4186.899902,3944.5,3970.199951,3970.199951,5266800.0,1,8,0,0,1
96,1998-05-19,,,,,,,4,8,0,0,0
97,1998-05-20,3970.199951,4094.100098,3922.699951,4094.100098,4094.100098,6385000.0,5,8,0,0,0
98,1998-05-21,4094.100098,4148.100098,4085.399902,4122.299805,4122.299805,8840300.0,3,8,0,0,1
99,1998-05-22,4122.299805,4150.200195,4076.300049,4108.0,4108.0,7645100.0,0,8,0,0,1
100,1998-05-25,4108.0,4157.200195,4041.699951,4077.399902,4077.399902,9703300.0,1,8,0,0,1
101,1998-05-26,4077.399902,4077.5,3962.5,3994.899902,3994.899902,6128700.0,4,8,0,0,1
102,1998-05-27,3994.899902,3994.899902,3642.199951,3666.899902,3666.899902,11057200.0,5,8,0,0,1
103,1998-05-28,3666.899902,3788.300049,3643.300049,3751.300049,3751.300049,9170800.0,3,8,0,0,1
104,1998-05-29,3751.300049,3831.199951,3707.699951,3727.800049,3727.800049,6759000.0,0,8,0,0,1
105,1998-06-01,3727.800049,3732.800049,3565.699951,3604.600098,3604.600098,5661100.0,1,6,1,0,1
106,1998-06-02,3604.600098,3780.600098,3604.600098,3753.199951,3753.199951,8127900.0,4,6,0,0,1
107,1998-06-03,3753.199951,3822.699951,3694.5,3773.5,3773.5,6727000.0,5,6,0,0,1
108,1998-06-04,3773.5,4012.300049,3773.5,4012.300049,4012.300049,11672600.0,3,6,0,0,0
109,1998-06-05,4012.300049,4080.0,3987.300049,4080.0,4080.0,9755300.0,0,6,0,0,0
110,1998-06-08,4080.0,4193.0,4072.899902,4193.0,4193.0,9394100.0,1,6,0,0,0
111,1998-06-09,4193.0,4193.0,4077.600098,4108.5,4108.5,8535800.0,4,6,0,0,1
112,1998-06-10,4108.5,4127.700195,3996.5,4032.899902,4032.899902,10719100.0,5,6,0,0,1
113,1998-06-11,4032.899902,4102.799805,3990.100098,4021.100098,4021.100098,7400100.0,3,6,0,0,1
114,1998-06-12,4021.100098,4027.699951,3922.800049,4027.699951,4027.699951,5939800.0,0,6,0,0,0
115,1998-06-15,4027.699951,4051.199951,3757.800049,3793.5,3793.5,6932400.0,1,6,0,0,1
116,1998-06-16,3793.5,3918.899902,3745.0,3910.899902,3910.899902,6763200.0,4,6,0,0,1
117,1998-06-17,3910.899902,4048.0,3910.899902,4047.100098,4047.100098,8403500.0,5,6,0,0,1
118,1998-06-18,4047.100098,4128.0,3924.300049,3965.5,3965.5,12652700.0,3,6,0,0,1
119,1998-06-19,3965.5,4054.0,3955.5,4007.100098,4007.100098,6936000.0,0,6,0,0,1
120,1998-06-22,4007.100098,4051.800049,3879.300049,3907.699951,3907.699951,5975400.0,1,6,0,0,1
121,1998-06-23,3907.699951,4004.800049,3888.100098,4004.800049,4004.800049,6346400.0,4,6,0,0,0
122,1998-06-24,4004.800049,4033.100098,3949.899902,3980.399902,3980.399902,6427800.0,5,6,0,0,1
123,1998-06-25,3980.399902,4149.399902,3980.399902,4055.800049,4055.800049,10818900.0,3,6,0,0,1
124,1998-06-26,4055.800049,4081.199951,3968.0,4014.100098,4014.100098,7907100.0,0,6,0,0,1
125,1998-06-29,4014.100098,4119.899902,4004.600098,4119.899902,4119.899902,0.0,1,6,0,0,0
126,1998-06-30,4119.899902,4165.200195,4057.199951,4100.0,4100.0,8046800.0,4,6,0,1,1
127,1998-07-01,4124.600098,4129.899902,4033.0,4124.600098,4124.600098,7342000.0,5,5,1,0,1
128,1998-07-02,4124.600098,4292.899902,4124.600098,4292.899902,4292.899902,12699800.0,3,5,0,0,0
129,1998-07-03,4292.899902,4485.100098,4283.5,4485.100098,4485.100098,15062800.0,0,5,0,0,0
130,1998-07-06,4485.100098,4589.899902,4459.899902,4496.799805,4496.799805,12787400.0,1,5,0,0,1
131,1998-07-07,4496.799805,4528.5,4389.600098,4470.700195,4470.700195,13692900.0,4,5,0,0,1
132,1998-07-08,4470.700195,4544.399902,4448.0,4505.899902,4505.899902,10901700.0,5,5,0,0,1
133,1998-07-09,4505.899902,4531.100098,4374.200195,4403.0,4403.0,8132500.0,3,5,0,0,1
134,1998-07-10,4403.0,4421.299805,4288.399902,4344.299805,4344.299805,7627300.0,0,5,0,0,1
135,1998-07-13,4344.299805,4344.299805,4165.700195,4224.0,4224.0,6502800.0,1,5,0,0,1
136,1998-07-14,4224.0,4372.600098,4224.0,4372.600098,4372.600098,9095800.0,4,5,0,0,0
137,1998-07-15,4372.600098,4444.700195,4294.799805,4435.399902,4435.399902,9035700.0,5,5,0,0,1
138,1998-07-16,4435.399902,4614.899902,4435.399902,4531.0,4531.0,10921000.0,3,5,0,0,1
139,1998-07-17,4531.0,4566.399902,4479.200195,4514.799805,4514.799805,9371200.0,0,5,0,0,1
140,1998-07-20,4514.799805,4607.5,4420.200195,4478.0,4478.0,9815100.0,1,5,0,0,1
141,1998-07-21,4478.0,4478.0,4351.399902,4377.5,4377.5,8066700.0,4,5,0,0,1
142,1998-07-22,4377.5,4427.399902,4353.5,4364.700195,4364.700195,13014700.0,5,5,0,0,1
143,1998-07-23,4364.700195,4429.899902,4348.899902,4365.600098,4365.600098,9041600.0,3,5,0,0,1
144,1998-07-24,4365.600098,4372.899902,4233.200195,4270.0,4270.0,8080600.0,0,5,0,0,1
145,1998-07-27,4270.0,4390.0,4270.0,4326.100098,4326.100098,14012400.0,1,5,0,0,1
146,1998-07-28,4326.100098,4355.0,4244.899902,4276.299805,4276.299805,11592600.0,4,5,0,0,1
147,1998-07-29,4276.299805,4300.700195,4222.399902,4231.299805,4231.299805,8826600.0,5,5,0,0,1
148,1998-07-30,4231.299805,4349.200195,4231.299805,4317.200195,4317.200195,9163900.0,3,5,0,0,1
149,1998-07-31,4317.200195,4369.200195,4282.200195,4322.299805,4322.299805,8498500.0,0,5,0,1,1
150,1998-08-03,4322.299805,4336.600098,4206.600098,4254.899902,4254.899902,6347800.0,1,1,0,0,1
151,1998-08-04,4254.899902,4254.899902,4094.0,4128.399902,4128.399902,6742700.0,4,1,0,0,1
152,1998-08-05,4128.399902,4128.399902,3914.5,3977.399902,3977.399902,8309600.0,5,1,0,0,1
153,1998-08-06,3977.399902,4027.800049,3835.600098,3889.300049,3889.300049,8422400.0,3,1,0,0,1
154,1998-08-07,3889.300049,3979.899902,3857.800049,3941.899902,3941.899902,7536600.0,0,1,0,0,1
155,1998-08-10,3941.899902,3977.899902,3679.5,3715.600098,3715.600098,7690700.0,1,1,0,0,1
156,1998-08-11,3715.600098,3715.600098,3224.800049,3432.5,3432.5,10365000.0,4,1,0,0,1
157,1998-08-12,3432.5,3588.800049,3432.5,3554.5,3554.5,11599400.0,5,1,0,0,1
158,1998-08-13,3554.5,3564.399902,3217.0,3311.600098,3311.600098,8841900.0,3,1,0,0,1
159,1998-08-14,3311.600098,3396.699951,3276.0,3351.699951,3351.699951,8411500.0,0,1,0,0,1
160,1998-08-17,3351.699951,3351.699951,3066.399902,3170.600098,3170.600098,9068400.0,1,1,0,0,1
161,1998-08-18,3170.600098,3269.399902,3170.600098,3230.899902,3230.899902,7757900.0,4,1,0,0,1
162,1998-08-19,3230.899902,3382.600098,3230.899902,3358.600098,3358.600098,9574000.0,5,1,0,0,1
163,1998-08-20,3358.600098,3546.300049,3343.100098,3533.0,3533.0,11763200.0,3,1,0,0,1
164,1998-08-21,3533.0,3533.0,3314.600098,3372.300049,3372.300049,9998000.0,0,1,0,0,1
165,1998-08-24,3372.300049,3372.300049,3270.5,3292.800049,3292.800049,8837700.0,1,1,0,0,1
166,1998-08-25,3292.800049,3370.600098,3239.199951,3253.199951,3253.199951,8204900.0,4,1,0,0,1
167,1998-08-26,3253.199951,3253.199951,2911.300049,2997.300049,2997.300049,9254100.0,5,1,0,0,1
168,1998-08-27,2997.300049,2997.300049,2580.300049,2604.0,2604.0,8677600.0,3,1,0,0,1
169,1998-08-28,2604.0,2794.0,2399.600098,2672.0,2672.0,16273200.0,0,1,0,0,1
170,1998-08-31,2672.0,2713.199951,2600.199951,2635.100098,2635.100098,8143500.0,1,1,0,1,1
171,1998-09-01,2635.100098,2635.100098,2349.0,2524.600098,2524.600098,9692200.0,4,11,1,0,1
172,1998-09-02,2524.600098,2783.5,2524.600098,2665.5,2665.5,12244000.0,5,11,0,0,1
173,1998-09-03,2665.5,2712.899902,2515.399902,2540.199951,2540.199951,6012600.0,3,11,0,0,1
174,1998-09-04,2540.199951,2637.699951,2464.0,2637.699951,2637.699951,8217100.0,0,11,0,0,0
175,1998-09-07,2637.699951,2755.5,2624.899902,2640.199951,2640.199951,10138600.0,1,11,0,0,1
176,1998-09-08,2640.199951,2670.300049,2569.800049,2658.399902,2658.399902,7897100.0,4,11,0,0,1
177,1998-09-09,2658.399902,2727.199951,2586.899902,2600.0,2600.0,9101400.0,5,11,0,0,1
178,1998-09-10,2600.0,2600.0,2479.199951,2488.0,2488.0,9329500.0,3,11,0,0,1
179,1998-09-11,2488.0,2488.0,2221.300049,2328.699951,2328.699951,10578700.0,0,11,0,0,1
180,1998-09-14,2328.699951,2400.600098,2294.699951,2305.0,2305.0,8105100.0,1,11,0,0,1
181,1998-09-15,2305.0,2346.699951,2186.699951,2199.0,2199.0,6395500.0,4,11,0,0,1
182,1998-09-16,2199.0,2245.300049,2071.199951,2127.0,2127.0,7737600.0,5,11,0,0,1
183,1998-09-17,2127.0,2127.0,1933.900024,1948.400024,1948.400024,6592500.0,3,11,0,0,1
184,1998-09-18,1948.400024,2284.199951,1922.900024,2278.300049,2278.300049,16729100.0,0,11,0,0,1
185,1998-09-21,2278.300049,2344.100098,2126.399902,2141.699951,2141.699951,12813000.0,1,11,0,0,1
186,1998-09-22,2141.699951,2356.5,2107.800049,2342.800049,2342.800049,16352400.0,4,11,0,0,1
187,1998-09-23,2342.800049,2435.699951,2305.600098,2401.100098,2401.100098,19496400.0,5,11,0,0,1
188,1998-09-24,2401.100098,2653.300049,2401.100098,2635.699951,2635.699951,25181200.0,3,11,0,0,1
189,1998-09-25,2635.699951,2635.699951,2305.899902,2336.899902,2336.899902,16088400.0,0,11,0,0,1
190,1998-09-28,2336.899902,2416.899902,2233.300049,2322.899902,2322.899902,13035900.0,1,11,0,0,1
191,1998-09-29,2322.899902,2415.5,2299.100098,2386.199951,2386.199951,12143800.0,4,11,0,0,1
192,1998-09-30,2386.199951,2386.199951,2238.199951,2265.899902,2265.899902,7061000.0,5,11,0,1,1
193,1998-10-01,2265.899902,2265.899902,2006.599976,2085.5,2085.5,9661100.0,3,10,1,0,1
194,1998-10-02,2085.5,2085.5,1944.0,2079.800049,2079.800049,11720900.0,0,10,0,0,1
195,1998-10-05,2079.800049,2079.800049,1885.699951,1892.5,1892.5,10167300.0,1,10,0,0,1
196,1998-10-06,1892.5,1932.800049,1824.599976,1924.0,1924.0,9999700.0,4,10,0,0,1
197,1998-10-07,1924.0,2005.0,1846.400024,1858.300049,1858.300049,12873200.0,5,10,0,0,1
198,1998-10-08,1858.300049,1883.099976,1818.699951,1852.300049,1852.300049,7650000.0,3,10,0,0,1
199,1998-10-09,1852.300049,1949.0,1852.300049,1946.099976,1946.099976,11272100.0,0,10,0,0,1
200,1998-10-12,1946.099976,2167.399902,1946.099976,2160.699951,2160.699951,18023800.0,1,10,0,0,1
201,1998-10-13,2160.699951,2165.199951,2062.100098,2102.699951,2102.699951,15918100.0,4,10,0,0,1
202,1998-10-14,2102.699951,2102.699951,1971.400024,1997.300049,1997.300049,10797100.0,5,10,0,0,1
203,1998-10-15,1997.300049,2082.100098,1974.599976,1985.400024,1985.400024,12016100.0,3,10,0,0,1
204,1998-10-16,1985.400024,2123.199951,1976.900024,1990.699951,1990.699951,12779500.0,0,10,0,0,1
205,1998-10-19,1990.699951,2027.5,1971.0,2022.099976,2022.099976,6033000.0,1,10,0,0,1
206,1998-10-20,2022.099976,2196.100098,2022.099976,2177.399902,2177.399902,16215900.0,4,10,0,0,1
207,1998-10-21,2177.399902,2286.899902,2155.399902,2226.399902,2226.399902,22316000.0,5,10,0,0,1
208,1998-10-22,2226.399902,2302.600098,2198.100098,2210.199951,2210.199951,17917100.0,3,10,0,0,1
209,1998-10-23,2210.199951,2285.800049,2166.5,2274.800049,2274.800049,12341700.0,0,10,0,0,1
210,1998-10-26,2274.800049,2274.800049,2203.5,2226.199951,2226.199951,8072100.0,1,10,0,0,1
211,1998-10-27,2226.199951,2250.199951,2191.300049,2218.699951,2218.699951,6700500.0,4,10,0,0,1
212,1998-10-28,2218.699951,2242.399902,2172.800049,2196.399902,2196.399902,3618300.0,5,10,0,0,1
213,1998-10-29,,,,,,,3,10,0,0,0
214,1998-10-30,,,,,,,0,10,0,0,0
215,1998-11-02,2196.399902,2301.800049,2196.399902,2276.600098,2276.600098,9587800.0,1,9,0,0,1
216,1998-11-03,2276.600098,2417.0,2276.600098,2407.699951,2407.699951,14588100.0,4,9,0,0,1
217,1998-11-04,2407.699951,2595.300049,2407.699951,2595.300049,2595.300049,20546900.0,5,9,0,0,0
218,1998-11-05,2595.300049,2616.0,2436.399902,2447.899902,2447.899902,16227500.0,3,9,0,0,1
219,1998-11-06,2447.899902,2572.600098,2447.899902,2554.699951,2554.699951,17301000.0,0,9,0,0,1
220,1998-11-09,2554.699951,2631.0,2491.899902,2533.600098,2533.600098,13862900.0,1,9,0,0,1
221,1998-11-10,2533.600098,2533.600098,2428.899902,2516.800049,2516.800049,10699700.0,4,9,0,0,1
222,1998-11-11,2516.800049,2516.800049,2066.0,2141.100098,2141.100098,9649600.0,5,9,0,0,1
223,1998-11-12,2141.100098,2141.100098,1956.900024,2102.800049,2102.800049,11125000.0,3,9,0,0,1
224,1998-11-13,2102.800049,2155.600098,2043.699951,2115.399902,2115.399902,11521100.0,0,9,0,0,1
225,1998-11-16,2115.399902,2308.199951,2115.399902,2308.199951,2308.199951,12918000.0,1,9,0,0,0
226,1998-11-17,2308.199951,2370.600098,2210.600098,2221.699951,2221.699951,11122100.0,4,9,0,0,1
227,1998-11-18,2221.699951,2237.0,2145.199951,2182.399902,2182.399902,7676800.0,5,9,0,0,1
228,1998-11-19,2182.399902,2257.100098,2173.699951,2243.100098,2243.100098,8822200.0,3,9,0,0,1
229,1998-11-20,2243.100098,2335.100098,2227.0,2333.5,2333.5,12046000.0,0,9,0,0,1
230,1998-11-23,2333.5,2586.800049,2333.5,2561.800049,2561.800049,21633200.0,1,9,0,0,1
231,1998-11-24,2561.800049,2643.300049,2347.399902,2368.399902,2368.399902,19171500.0,4,9,0,0,1
232,1998-11-25,2368.399902,2479.5,2338.5,2470.600098,2470.600098,14252300.0,5,9,0,0,1
233,1998-11-26,2470.600098,2564.100098,2438.0,2564.100098,2564.100098,14544900.0,3,9,0,0,0
234,1998-11-27,2564.100098,2662.399902,2564.100098,2604.5,2604.5,19272600.0,0,9,0,0,1
235,1998-11-30,2604.5,2645.699951,2538.300049,2577.5,2577.5,11956900.0,1,9,0,1,1
236,1998-12-01,2577.5,2577.5,2481.300049,2504.800049,2504.800049,9471500.0,4,2,1,0,1
237,1998-12-02,2504.800049,2656.100098,2504.800049,2598.399902,2598.399902,15165200.0,5,2,0,0,1
238,1998-12-03,2598.399902,2663.300049,2557.0,2604.5,2604.5,11991000.0,3,2,0,0,1
239,1998-12-04,2604.5,2609.699951,2479.199951,2534.600098,2534.600098,14357800.0,0,2,0,0,1
240,1998-12-07,2534.600098,2534.600098,2456.199951,2493.100098,2493.100098,8446900.0,1,2,0,0,1
241,1998-12-08,2493.100098,2517.5,2461.699951,2488.0,2488.0,7583800.0,4,2,0,0,1
242,1998-12-09,2488.0,2488.0,2382.100098,2385.399902,2385.399902,4279900.0,5,2,0,0,1
243,1998-12-10,2385.399902,2425.199951,2335.800049,2402.199951,2402.199951,7335300.0,3,2,0,0,1
244,1998-12-11,2402.199951,2420.300049,2357.5,2412.899902,2412.899902,8539800.0,0,2,0,0,1
245,1998-12-14,2412.899902,2479.600098,2391.5,2458.600098,2458.600098,10947000.0,1,2,0,0,1
246,1998-12-15,2458.600098,2493.300049,2408.899902,2436.0,2436.0,10457900.0,4,2,0,0,1
247,1998-12-16,2436.0,2436.0,2272.399902,2277.5,2277.5,11336400.0,5,2,0,0,1
248,1998-12-17,2277.5,2294.800049,2186.800049,2240.100098,2240.100098,8522500.0,3,2,0,0,1
249,1998-12-18,2240.100098,2339.699951,2228.699951,2339.699951,2339.699951,9568800.0,0,2,0,0,0
250,1998-12-21,2339.699951,2428.5,2339.699951,2418.600098,2418.600098,13004500.0,1,2,0,0,1
251,1998-12-22,2418.600098,2447.199951,2394.5,2421.100098,2421.100098,8389100.0,4,2,0,0,1
252,1998-12-23,2421.100098,2517.800049,2418.600098,2470.399902,2470.399902,11485900.0,5,2,0,0,1
253,1998-12-24,2470.399902,2532.800049,2470.399902,2492.600098,2492.600098,13263200.0,3,2,0,0,1
254,1998-12-25,2492.600098,2607.800049,2492.600098,2607.800049,2607.800049,13290500.0,0,2,0,0,0
255,1998-12-28,2607.800049,2679.100098,2560.100098,2584.699951,2584.699951,20553400.0,1,2,0,0,1
256,1998-12-29,2584.699951,2618.899902,2526.399902,2579.5,2579.5,8693000.0,4,2,0,0,1
257,1998-12-30,2579.5,2584.899902,2515.800049,2534.800049,2534.800049,6349000.0,5,2,0,0,1
258,1998-12-31,2534.800049,2607.600098,2534.800049,2597.899902,2597.899902,7680500.0,3,2,0,1,1
259,1999-01-01,,,,,,,0,4,1,0,0
260,1999-01-04,2597.899902,2758.399902,2597.899902,2758.399902,2758.399902,15417200.0,1,4,0,0,0
261,1999-01-05,2758.399902,2838.399902,2730.300049,2823.5,2823.5,17571800.0,4,4,0,0,1
262,1999-01-06,2823.5,2909.399902,2823.5,2886.0,2886.0,17154600.0,5,4,0,0,1
263,1999-01-07,2886.0,2953.100098,2731.0,2763.5,2763.5,21326200.0,3,4,0,0,1
