,Tarih,Açılış,Yüksek,Düşük,Kapanış,Adj_Kapanış,Hacim,Haftanın Günü,Ay,Ay Başı,Ay Sonu,H-L
0,2003-01-02,10369.900391,10642.299805,10247.400391,10598.599609,10598.599609,178541100.0,3,4,0,0,1
1,2003-01-03,10598.599609,10837.5,10549.599609,10837.5,10837.5,180109700.0,0,4,0,0,1
2,2003-01-06,10837.5,10837.5,10271.900391,10357.299805,10357.299805,117221300.0,1,4,0,0,1
3,2003-01-07,10357.299805,10357.299805,9665.400391,9752.900391,9752.900391,151279600.0,4,4,0,0,1
4,2003-01-08,9752.900391,10161.200195,9690.700195,10161.200195,10161.200195,154326700.0,5,4,0,0,1
5,2003-01-09,10161.200195,10228.700195,9889.299805,10225.799805,10225.799805,165609300.0,3,4,0,0,1
6,2003-01-10,10225.799805,10354.5,10102.400391,10204.099609,10204.099609,194338100.0,0,4,0,0,1
7,2003-01-13,10204.099609,10412.700195,10098.900391,10412.700195,10412.700195,137108900.0,1,4,0,0,1
8,2003-01-14,10412.700195,10504.900391,10037.700195,10124.900391,10124.900391,176817300.0,4,4,0,0,1
9,2003-01-15,10124.900391,10396.099609,10091.400391,10280.700195,10280.700195,118955700.0,5,4,0,0,1
10,2003-01-16,10280.700195,10475.5,10268.900391,10467.900391,10467.900391,106559700.0,3,4,0,0,1
11,2003-01-17,10467.900391,10467.900391,10209.599609,10348.299805,10348.299805,86225400.0,0,4,0,0,1
12,2003-01-20,10348.299805,10590.299805,10144.400391,10590.299805,10590.299805,117368800.0,1,4,0,0,1
13,2003-01-21,10590.299805,10764.299805,10455.900391,10570.400391,10570.400391,133138100.0,4,4,0,0,1
14,2003-01-22,10570.400391,10665.599609,10397.299805,10544.700195,10544.700195,111048000.0,5,4,0,0,1
15,2003-01-23,10544.700195,10881.900391,10505.700195,10881.900391,10881.900391,167968700.0,3,4,0,0,1
16,2003-01-24,10881.900391,10881.900391,10626.700195,10825.900391,10825.900391,160149700.0,0,4,0,0,1
17,2003-01-27,10825.900391,11018.799805,10642.0,10931.099609,10931.099609,199265200.0,1,4,0,0,1
18,2003-01-28,10931.099609,10936.099609,10634.599609,10742.900391,10742.900391,202351200.0,4,4,0,0,1
19,2003-01-29,10742.900391,10742.900391,10549.299805,10725.700195,10725.700195,166770300.0,5,4,0,0,1
20,2003-01-30,10725.700195,10945.700195,10660.599609,10945.700195,10945.700195,261761800.0,3,4,0,0,1
21,2003-01-31,10945.700195,11032.0,10764.599609,11032.0,11032.0,157691200.0,0,4,0,1,1
22,2003-02-03,11032.0,11163.400391,10851.599609,11122.0,11122.0,143610500.0,1,3,0,0,1
23,2003-02-04,11122.0,11161.799805,10538.5,10658.299805,10658.299805,188158600.0,4,3,0,0,1
24,2003-02-05,10658.299805,10659.900391,10357.599609,10659.900391,10659.900391,127817000.0,5,3,0,0,1
25,2003-02-06,10659.900391,10921.799805,10659.900391,10921.799805,10921.799805,180598900.0,3,3,0,0,1
26,2003-02-07,10921.799805,11018.700195,10814.099609,11013.799805,11013.799805,135217100.0,0,3,0,0,1
27,2003-02-10,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,0,0
28,2003-02-11,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,0,0
29,2003-02-12,0.0,0.0,0.0,0.0,0.0,0.0,5,3,0,0,0
30,2003-02-13,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0
31,2003-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0
32,2003-02-17,11013.799805,11302.5,10810.900391,11302.5,11302.5,165023100.0,1,3,0,0,1
33,2003-02-18,11302.5,11775.5,11207.400391,11775.5,11775.5,323896200.0,4,3,0,0,1
34,2003-02-19,11775.5,12025.900391,11523.799805,11607.299805,11607.299805,346280100.0,5,3,0,0,1
35,2003-02-20,11607.299805,11990.400391,11464.799805,11669.299805,11669.299805,399161300.0,3,3,0,0,1
36,2003-02-21,11669.299805,11780.299805,11540.900391,11754.0,11754.0,237369700.0,0,3,0,0,1
37,2003-02-24,11754.0,12015.200195,11268.0,11392.599609,11392.599609,252690400.0,1,3,0,0,1
38,2003-02-25,11392.599609,11443.700195,11110.0,11272.700195,11272.700195,139927600.0,4,3,0,0,1
39,2003-02-26,11272.700195,11501.200195,11018.799805,11291.900391,11291.900391,200896800.0,5,3,0,0,1
40,2003-02-27,11291.900391,11510.0,11216.299805,11486.799805,11486.799805,164017200.0,3,3,0,0,1
41,2003-02-28,11486.799805,11574.400391,11310.400391,11574.400391,11574.400391,129220500.0,0,3,0,1,1
42,2003-03-03,11574.400391,11574.400391,10061.0,10128.900391,10128.900391,180667100.0,1,7,0,0,1
43,2003-03-04,10128.900391,10620.700195,10128.900391,10616.099609,10616.099609,215874400.0,4,7,0,0,1
44,2003-03-05,10616.099609,10983.099609,10517.599609,10815.5,10815.5,299164700.0,5,7,0,0,1
45,2003-03-06,10815.5,10879.700195,10666.0,10841.799805,10841.799805,0.0,3,7,0,0,1
46,2003-03-07,10841.799805,10976.200195,10757.200195,10961.299805,10961.299805,161528100.0,0,7,0,0,1
47,2003-03-10,10961.299805,11110.700195,10731.900391,10817.5,10817.5,134290300.0,1,7,0,0,1
48,2003-03-11,10817.5,10817.5,10516.799805,10744.700195,10744.700195,104882800.0,4,7,0,0,1
49,2003-03-12,10744.700195,10744.700195,10518.200195,10614.099609,10614.099609,92275500.0,5,7,0,0,1
50,2003-03-13,10614.099609,10674.099609,10391.700195,10666.599609,10666.599609,86560800.0,3,7,0,0,1
51,2003-03-14,10666.599609,10666.599609,10453.599609,10604.299805,10604.299805,82944400.0,0,7,0,0,1
52,2003-03-17,10604.299805,10604.299805,9270.0,9482.900391,9482.900391,0.0,1,7,0,0,1
53,2003-03-18,9482.900391,10581.5,9482.900391,10581.5,10581.5,197412200.0,4,7,0,0,1
54,2003-03-19,10581.5,10581.5,9646.599609,9938.200195,9938.200195,227377500.0,5,7,0,0,1
55,2003-03-20,9938.200195,10152.900391,9604.900391,9644.299805,9644.299805,161566300.0,3,7,0,0,1
56,2003-03-21,9644.299805,9644.299805,8951.299805,9406.599609,9406.599609,180319300.0,0,7,0,0,1
57,2003-03-24,9406.599609,9406.599609,8792.200195,8892.700195,8892.700195,112314900.0,1,7,0,0,1
58,2003-03-25,8892.700195,9333.5,8892.700195,9187.900391,9187.900391,199625200.0,4,7,0,0,1
59,2003-03-26,9187.900391,9721.900391,9187.900391,9408.5,9408.5,151118300.0,5,7,0,0,1
60,2003-03-27,9408.5,9572.299805,9356.200195,9572.299805,9572.299805,113676000.0,3,7,0,0,1
61,2003-03-28,9572.299805,9631.400391,9407.700195,9631.400391,9631.400391,112767500.0,0,7,0,0,1
62,2003-03-31,9631.400391,9644.900391,9371.5,9475.099609,9475.099609,94734300.0,1,7,0,1,1
63,2003-04-01,9475.099609,9773.799805,9475.099609,9773.799805,9773.799805,122668100.0,4,0,1,0,1
64,2003-04-02,9773.799805,9874.5,9610.700195,9804.900391,9804.900391,191392700.0,5,0,0,0,1
65,2003-04-03,9804.900391,10200.900391,9804.900391,10153.200195,10153.200195,192948600.0,3,0,0,0,1
66,2003-04-04,10153.200195,10504.200195,10153.200195,10415.0,10415.0,270601900.0,0,0,0,0,1
67,2003-04-07,10415.0,10777.799805,10415.0,10743.0,10743.0,220551900.0,1,0,0,0,1
68,2003-04-08,10743.0,10775.299805,10445.400391,10512.900391,10512.900391,225198400.0,4,0,0,0,1
69,2003-04-09,10512.900391,10897.0,10308.799805,10886.200195,10886.200195,253340600.0,5,0,0,0,1
70,2003-04-10,10886.200195,10892.400391,10156.299805,10629.700195,10629.700195,393081500.0,3,0,0,0,1
71,2003-04-11,10629.700195,10745.900391,10512.5,10565.900391,10565.900391,229528300.0,0,0,0,0,1
72,2003-04-14,10565.900391,11103.400391,10565.900391,11103.400391,11103.400391,0.0,1,0,0,0,1
73,2003-04-15,11103.400391,11379.099609,11103.400391,11169.0,11169.0,532019400.0,4,0,0,0,1
74,2003-04-16,11169.0,11370.099609,11100.200195,11366.0,11366.0,366114900.0,5,0,0,0,1
75,2003-04-17,11366.0,11454.200195,11135.599609,11219.200195,11219.200195,0.0,3,0,0,0,1
76,2003-04-18,11219.200195,11341.0,11173.400391,11254.0,11254.0,0.0,0,0,0,0,1
77,2003-04-21,11254.0,11529.400391,11254.0,11504.700195,11504.700195,343102000.0,1,0,0,0,1
78,2003-04-22,11504.700195,11575.900391,11366.400391,11405.200195,11405.200195,305166300.0,4,0,0,0,1
79,2003-04-23,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0
80,2003-04-24,11405.200195,11405.200195,11066.900391,11119.599609,11119.599609,313912400.0,3,0,0,0,1
81,2003-04-25,11119.599609,11360.0,11095.400391,11341.400391,11341.400391,242203500.0,0,0,0,0,1
82,2003-04-28,11341.400391,11504.099609,11268.400391,11311.099609,11311.099609,201286400.0,1,0,0,0,1
83,2003-04-29,11311.099609,11462.0,11232.799805,11436.200195,11436.200195,167844400.0,4,0,0,0,1
84,2003-04-30,11436.200195,11624.400391,11436.200195,11510.0,11510.0,286875200.0,5,0,0,1,1
85,2003-05-01,11510.0,11621.400391,11410.200195,11467.599609,11467.599609,240552200.0,3,8,1,0,1
86,2003-05-02,11467.599609,11495.900391,11248.599609,11300.700195,11300.700195,165769300.0,0,8,0,0,1
87,2003-05-05,11300.700195,11407.099609,11095.5,11112.099609,11112.099609,156151500.0,1,8,0,0,1
88,2003-05-06,11112.099609,11232.799805,10838.5,10962.900391,10962.900391,218597300.0,4,8,0,0,1
89,2003-05-07,10962.900391,10962.900391,10608.700195,10676.299805,10676.299805,221979600.0,5,8,0,0,1
90,2003-05-08,10676.299805,10836.0,10676.299805,10783.900391,10783.900391,200590900.0,3,8,0,0,1
91,2003-05-09,10783.900391,10839.700195,10576.400391,10640.400391,10640.400391,154191500.0,0,8,0,0,1
92,2003-05-12,10640.400391,10765.799805,10621.5,10712.900391,10712.900391,186783200.0,1,8,0,0,1
93,2003-05-13,10712.900391,10820.0,10521.900391,10590.700195,10590.700195,214388600.0,4,8,0,0,1
94,2003-05-14,10590.700195,10591.400391,10352.599609,10393.299805,10393.299805,135804300.0,5,8,0,0,1
95,2003-05-15,10393.299805,10485.400391,10167.700195,10229.400391,10229.400391,141220000.0,3,8,0,0,1
96,2003-05-16,10229.400391,10335.0,10222.5,10306.299805,10306.299805,98048300.0,0,8,0,0,1
97,2003-05-19,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0,0,0
98,2003-05-20,10306.299805,10427.0,10184.400391,10427.0,10427.0,130557800.0,4,8,0,0,1
99,2003-05-21,10427.0,10602.700195,10384.900391,10540.900391,10540.900391,269004400.0,5,8,0,0,1
100,2003-05-22,10540.900391,10723.599609,10540.900391,10695.200195,10695.200195,229488700.0,3,8,0,0,1
101,2003-05-23,10695.200195,11056.299805,10694.799805,11056.299805,11056.299805,305371300.0,0,8,0,0,1
102,2003-05-26,11056.299805,11244.299805,11014.700195,11125.299805,11125.299805,400711300.0,1,8,0,0,1
103,2003-05-27,11125.299805,11184.200195,10975.599609,11088.900391,11088.900391,223982800.0,4,8,0,0,1
104,2003-05-28,11088.900391,11457.099609,11088.900391,11437.400391,11437.400391,388251600.0,5,8,0,0,1
105,2003-05-29,11437.400391,11613.5,11368.700195,11407.099609,11407.099609,341319000.0,3,8,0,0,1
106,2003-05-30,11407.099609,11496.200195,11315.099609,11381.400391,11381.400391,208785800.0,0,8,0,0,1
107,2003-06-02,11381.400391,11602.700195,11380.0,11579.299805,11579.299805,233074500.0,1,6,0,0,1
108,2003-06-03,11579.299805,11632.700195,11223.0,11346.5,11346.5,235382300.0,4,6,0,0,1
109,2003-06-04,11346.5,11440.900391,11037.0,11084.700195,11084.700195,179430400.0,5,6,0,0,1
110,2003-06-05,11084.700195,11203.400391,11003.900391,11129.700195,11129.700195,145762100.0,3,6,0,0,1
111,2003-06-06,11129.700195,11258.700195,10928.700195,10973.400391,10973.400391,164942400.0,0,6,0,0,1
112,2003-06-09,10973.400391,10973.400391,10652.799805,10827.799805,10827.799805,121974900.0,1,6,0,0,1
113,2003-06-10,10827.799805,10905.0,10629.700195,10644.700195,10644.700195,113281500.0,4,6,0,0,1
114,2003-06-11,10644.700195,10658.400391,10441.099609,10597.299805,10597.299805,121335700.0,5,6,0,0,1
115,2003-06-12,10597.299805,10626.700195,10396.299805,10489.200195,10489.200195,126000100.0,3,6,0,0,1
116,2003-06-13,10489.200195,10719.599609,10473.799805,10713.900391,10713.900391,130143000.0,0,6,0,0,1
117,2003-06-16,10713.900391,11036.700195,10659.400391,11036.700195,11036.700195,209937900.0,1,6,0,0,1
118,2003-06-17,11036.700195,11224.599609,11036.700195,11169.200195,11169.200195,233716200.0,4,6,0,0,1
119,2003-06-18,11169.200195,11314.400391,11020.599609,11107.5,11107.5,266200700.0,5,6,0,0,1
120,2003-06-19,11107.5,11122.5,10858.799805,10902.5,10902.5,140108100.0,3,6,0,0,1
121,2003-06-20,10902.5,10990.700195,10745.200195,10783.900391,10783.900391,133182400.0,0,6,0,0,1
122,2003-06-23,10783.900391,10838.799805,10683.900391,10747.5,10747.5,84361600.0,1,6,0,0,1
123,2003-06-24,10747.5,10887.299805,10710.200195,10756.799805,10756.799805,107858600.0,4,6,0,0,1
124,2003-06-25,10756.799805,10762.200195,10651.0,10740.200195,10740.200195,77012500.0,5,6,0,0,1
125,2003-06-26,10740.200195,10948.099609,10740.200195,10927.799805,10927.799805,128890400.0,3,6,0,0,1
126,2003-06-27,10927.799805,11012.900391,10922.200195,10981.200195,10981.200195,87159900.0,0,6,0,0,1
127,2003-06-30,10981.200195,10994.099609,10814.599609,10884.400391,10884.400391,118044500.0,1,6,0,1,1
128,2003-07-01,10884.400391,10974.400391,10682.400391,10749.799805,10749.799805,108885200.0,4,5,1,0,1
129,2003-07-02,10749.799805,10796.099609,10636.700195,10690.900391,10690.900391,98817600.0,5,5,0,0,1
130,2003-07-03,10690.900391,10759.599609,10602.700195,10726.599609,10726.599609,93913000.0,3,5,0,0,1
131,2003-07-04,10726.599609,10808.700195,10429.099609,10502.900391,10502.900391,131944400.0,0,5,0,0,1
132,2003-07-07,10502.900391,10502.900391,10181.700195,10351.799805,10351.799805,105178600.0,1,5,0,0,1
133,2003-07-08,10351.799805,10546.900391,10286.900391,10546.900391,10546.900391,136574600.0,4,5,0,0,1
134,2003-07-09,10546.900391,10546.900391,10268.900391,10364.900391,10364.900391,110894100.0,5,5,0,0,1
135,2003-07-10,10364.900391,10467.799805,10331.099609,10399.700195,10399.700195,133722800.0,3,5,0,0,1
136,2003-07-11,10399.700195,10538.200195,10370.700195,10454.900391,10454.900391,107483000.0,0,5,0,0,1
137,2003-07-14,10454.900391,10713.0,10454.900391,10658.799805,10658.799805,140412800.0,1,5,0,0,1
138,2003-07-15,10658.799805,10924.0,10652.299805,10918.599609,10918.599609,259158000.0,4,5,0,0,1
139,2003-07-16,10918.599609,10993.299805,10750.900391,10791.400391,10791.400391,225648500.0,5,5,0,0,1
140,2003-07-17,10791.400391,10861.400391,10685.799805,10751.5,10751.5,143696200.0,3,5,0,0,1
141,2003-07-18,10751.5,10856.900391,10724.0,10856.900391,10856.900391,126708700.0,0,5,0,0,1
142,2003-07-21,10856.900391,10925.799805,10755.900391,10827.299805,10827.299805,143287800.0,1,5,0,0,1
143,2003-07-22,10827.299805,10827.299805,10508.0,10544.5,10544.5,103363100.0,4,5,0,0,1
144,2003-07-23,10544.5,10544.5,10359.0,10463.799805,10463.799805,91381900.0,5,5,0,0,1
145,2003-07-24,10463.799805,10556.400391,10319.299805,10475.200195,10475.200195,111884800.0,3,5,0,0,1
146,2003-07-25,10475.200195,10561.299805,10439.299805,10561.299805,10561.299805,99890400.0,0,5,0,0,1
147,2003-07-28,10561.299805,10620.200195,10512.5,10598.299805,10598.299805,83963200.0,1,5,0,0,1
148,2003-07-29,10598.299805,10598.299805,10418.299805,10478.299805,10478.299805,69267000.0,4,5,0,0,1
149,2003-07-30,10478.299805,10530.900391,10403.599609,10445.0,10445.0,58118700.0,5,5,0,0,1
150,2003-07-31,10445.0,10572.0,10419.799805,10572.0,10572.0,73564800.0,3,5,0,1,1
151,2003-08-01,10572.0,10652.099609,10519.099609,10621.200195,10621.200195,81626100.0,0,1,1,0,1
152,2003-08-04,10621.200195,11150.799805,10621.200195,11112.099609,11112.099609,224419600.0,1,1,0,0,1
153,2003-08-05,11112.099609,11516.200195,11112.099609,11499.900391,11499.900391,389431000.0,4,1,0,0,1
154,2003-08-06,11499.900391,11584.200195,11255.599609,11311.099609,11311.099609,269993700.0,5,1,0,0,1
155,2003-08-07,11311.099609,11571.599609,11305.900391,11547.400391,11547.400391,225293100.0,3,1,0,0,1
156,2003-08-08,11547.400391,11579.900391,11449.200195,11558.5,11558.5,180314300.0,0,1,0,0,1
157,2003-08-11,11558.5,11764.5,11467.799805,11762.299805,11762.299805,144288100.0,1,1,0,0,1
158,2003-08-12,11762.299805,11931.200195,11721.5,11860.099609,11860.099609,329196300.0,4,1,0,0,1
159,2003-08-13,11860.099609,12075.200195,11858.900391,11916.099609,11916.099609,249619700.0,5,1,0,0,1
160,2003-08-14,11916.099609,11916.099609,11669.700195,11794.900391,11794.900391,127220500.0,3,1,0,0,1
161,2003-08-15,11794.900391,11877.5,11660.200195,11877.5,11877.5,107726900.0,0,1,0,0,1
162,2003-08-18,11877.5,11893.200195,11600.900391,11661.200195,11661.200195,117167000.0,1,1,0,0,1
163,2003-08-19,11661.200195,11697.400391,11478.700195,11688.900391,11688.900391,106072900.0,4,1,0,0,1
164,2003-08-20,11688.900391,11751.299805,11514.200195,11557.0,11557.0,165859100.0,5,1,0,0,1
165,2003-08-21,11557.0,11845.900391,11519.400391,11845.900391,11845.900391,135866200.0,3,1,0,0,1
166,2003-08-22,11845.900391,12020.099609,11761.599609,12001.099609,12001.099609,228031100.0,0,1,0,0,1
167,2003-08-25,12001.099609,12074.5,11752.0,11798.0,11798.0,200619300.0,1,1,0,0,1
168,2003-08-26,11798.0,11798.0,11659.900391,11735.200195,11735.200195,132481100.0,4,1,0,0,1
169,2003-08-27,11735.200195,11735.200195,11494.0,11623.400391,11623.400391,147765100.0,5,1,0,0,1
170,2003-08-28,11623.400391,11668.5,11411.700195,11509.0,11509.0,135838800.0,3,1,0,0,1
171,2003-08-29,11509.0,11704.0,11487.400391,11611.799805,11611.799805,160608500.0,0,1,0,0,1
172,2003-09-01,11611.799805,11687.099609,11571.299805,11652.799805,11652.799805,116500900.0,1,11,1,0,1
173,2003-09-02,11652.799805,11762.099609,11579.0,11637.099609,11637.099609,133495200.0,4,11,0,0,1
174,2003-09-03,11637.099609,11698.900391,11601.099609,11671.799805,11671.799805,111781700.0,5,11,0,0,1
175,2003-09-04,11671.799805,11707.200195,11543.200195,11636.5,11636.5,133683900.0,3,11,0,0,1
176,2003-09-05,11636.5,11682.700195,11566.700195,11631.799805,11631.799805,112252300.0,0,11,0,0,1
177,2003-09-08,11631.799805,11646.0,11514.599609,11581.299805,11581.299805,90739500.0,1,11,0,0,1
178,2003-09-09,11581.299805,11946.700195,11469.799805,11946.700195,11946.700195,209543600.0,4,11,0,0,1
179,2003-09-10,11946.700195,12425.0,11946.700195,12317.700195,12317.700195,507934900.0,5,11,0,0,1
180,2003-09-11,12317.700195,12507.0,12215.799805,12507.0,12507.0,296602000.0,3,11,0,0,1
181,2003-09-12,12507.0,12805.599609,12507.0,12715.200195,12715.200195,375186300.0,0,11,0,0,1
182,2003-09-15,12715.200195,12876.299805,12604.200195,12662.5,12662.5,231830600.0,1,11,0,0,1
183,2003-09-16,12662.5,13005.0,12603.0,13005.0,13005.0,271969000.0,4,11,0,0,1
184,2003-09-17,13005.0,13205.900391,12872.799805,12958.200195,12958.200195,414974400.0,5,11,0,0,1
185,2003-09-18,12958.200195,13456.400391,12958.200195,13419.299805,13419.299805,486498000.0,3,11,0,0,1
186,2003-09-19,13419.299805,13663.5,13353.900391,13663.5,13663.5,440882900.0,0,11,0,0,1
187,2003-09-22,13663.5,14148.200195,13663.5,13845.0,13845.0,602154700.0,1,11,0,0,1
188,2003-09-23,13845.0,14102.900391,13689.400391,14031.099609,14031.099609,0.0,4,11,0,0,1
189,2003-09-24,14031.099609,14117.099609,13713.799805,13798.299805,13798.299805,318262000.0,5,11,0,0,1
190,2003-09-25,13798.299805,13976.200195,13603.400391,13935.700195,13935.700195,320912200.0,3,11,0,0,1
191,2003-09-26,13935.700195,13944.900391,13699.200195,13758.799805,13758.799805,195932900.0,0,11,0,0,1
192,2003-09-29,13758.799805,13758.799805,13166.5,13255.900391,13255.900391,225562300.0,1,11,0,0,1
193,2003-09-30,13255.900391,13412.200195,12833.900391,13055.900391,13055.900391,239466400.0,4,11,0,1,1
194,2003-10-01,13055.900391,13444.0,13007.799805,13444.0,13444.0,255095100.0,5,10,1,0,1
195,2003-10-02,13444.0,13880.5,13240.900391,13880.5,13880.5,387317400.0,3,10,0,0,1
196,2003-10-03,13880.5,14417.200195,13880.5,14210.200195,14210.200195,721386900.0,0,10,0,0,1
197,2003-10-06,14210.200195,15719.700195,14210.200195,15719.700195,15719.700195,964354400.0,1,10,0,0,1
198,2003-10-07,15719.700195,16442.699219,15387.299805,15482.700195,15482.700195,1009693200.0,4,10,0,0,1
199,2003-10-08,15482.700195,15699.900391,15069.599609,15147.799805,15147.799805,583895700.0,5,10,0,0,1
200,2003-10-09,15147.799805,15215.5,14779.900391,14907.0,14907.0,485165800.0,3,10,0,0,1
201,2003-10-10,14907.0,15461.099609,14906.799805,15420.599609,15420.599609,416381100.0,0,10,0,0,1
202,2003-10-13,15420.599609,15692.099609,15014.099609,15064.799805,15064.799805,453924300.0,1,10,0,0,1
203,2003-10-14,15064.799805,15317.200195,14740.900391,15023.0,15023.0,499081800.0,4,10,0,0,1
204,2003-10-15,15023.0,15461.400391,15023.0,15382.200195,15382.200195,393083100.0,5,10,0,0,1
205,2003-10-16,15382.200195,15755.700195,15382.200195,15596.799805,15596.799805,521498200.0,3,10,0,0,1
206,2003-10-17,15596.799805,15598.599609,15205.400391,15381.900391,15381.900391,276284800.0,0,10,0,0,1
207,2003-10-20,15381.900391,15453.400391,15222.900391,15358.700195,15358.700195,230081000.0,1,10,0,0,1
208,2003-10-21,15358.700195,15653.5,15235.900391,15595.299805,15595.299805,257084100.0,4,10,0,0,1
209,2003-10-22,15595.299805,15664.799805,15250.700195,15300.400391,15300.400391,286586000.0,5,10,0,0,1
210,2003-10-23,15300.400391,15374.0,14691.099609,14829.5,14829.5,244495700.0,3,10,0,0,1
211,2003-10-24,14829.5,15033.299805,14725.900391,14866.299805,14866.299805,180541500.0,0,10,0,0,1
212,2003-10-27,14866.299805,14866.299805,14392.5,14564.799805,14564.799805,166150300.0,1,10,0,0,1
213,2003-10-28,14564.799805,14712.299805,14430.0,14673.400391,14673.400391,94565900.0,4,10,0,0,1
214,2003-10-29,0.0,0.0,0.0,0.0,0.0,0.0,5,10,0,0,0
215,2003-10-30,14673.400391,15454.599609,14604.200195,15379.700195,15379.700195,394525400.0,3,10,0,0,1
216,2003-10-31,15379.700195,15776.200195,15379.700195,15754.299805,15754.299805,409212000.0,0,10,0,1,1
217,2003-11-03,15754.299805,16341.200195,15754.299805,16341.200195,16341.200195,498255700.0,1,9,0,0,1
218,2003-11-04,16341.200195,16540.900391,16137.599609,16268.299805,16268.299805,437071100.0,4,9,0,0,1
219,2003-11-05,16268.299805,16460.699219,15965.0,16408.300781,16408.300781,389086500.0,5,9,0,0,1
220,2003-11-06,16408.300781,16408.300781,15409.599609,15536.799805,15536.799805,384917700.0,3,9,0,0,1
221,2003-11-07,15536.799805,15758.799805,15403.599609,15708.099609,15708.099609,313934200.0,0,9,0,0,1
222,2003-11-10,15708.099609,15793.700195,15477.900391,15528.599609,15528.599609,158974800.0,1,9,0,0,1
223,2003-11-11,15528.599609,15666.099609,15132.099609,15224.099609,15224.099609,265078500.0,4,9,0,0,1
224,2003-11-12,15224.099609,15771.400391,15121.900391,15771.400391,15771.400391,345653900.0,5,9,0,0,1
225,2003-11-13,15771.400391,16134.5,15744.599609,16056.599609,16056.599609,433742800.0,3,9,0,0,1
226,2003-11-14,16056.599609,16280.599609,15939.200195,16080.700195,16080.700195,373137100.0,0,9,0,0,1
227,2003-11-17,16080.700195,16180.700195,15615.0,15687.099609,15687.099609,323545500.0,1,9,0,0,1
228,2003-11-18,15687.099609,15928.700195,15647.599609,15760.5,15760.5,222508100.0,4,9,0,0,1
229,2003-11-19,15760.5,15982.5,15644.799805,15780.200195,15780.200195,225420300.0,5,9,0,0,1
230,2003-11-20,15780.200195,16021.5,14617.5,14617.5,14617.5,170072800.0,3,9,0,0,1
231,2003-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,0,0
232,2003-11-24,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0,0,0
233,2003-11-25,0.0,0.0,0.0,0.0,0.0,0.0,4,9,0,0,0
234,2003-11-26,0.0,0.0,0.0,0.0,0.0,0.0,5,9,0,0,0
235,2003-11-27,0.0,0.0,0.0,0.0,0.0,0.0,3,9,0,0,0
236,2003-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,0,0
237,2003-12-01,14617.5,16007.599609,14617.5,16007.599609,16007.599609,264059900.0,1,2,1,0,1
238,2003-12-02,16007.599609,16264.599609,15911.299805,16242.0,16242.0,314449200.0,4,2,0,0,1
239,2003-12-03,16242.0,16491.099609,16147.400391,16389.599609,16389.599609,345276200.0,5,2,0,0,1
240,2003-12-04,16389.599609,16746.199219,16164.400391,16271.900391,16271.900391,0.0,3,2,0,0,1
241,2003-12-05,16271.900391,16504.800781,16242.599609,16504.800781,16504.800781,251123000.0,0,2,0,0,1
242,2003-12-08,16504.800781,16962.5,16504.800781,16913.300781,16913.300781,475820500.0,1,2,0,0,1
243,2003-12-09,16913.300781,17101.199219,16776.5,16861.0,16861.0,492420000.0,4,2,0,0,1
244,2003-12-10,16861.0,16892.900391,16504.900391,16614.699219,16614.699219,278989400.0,5,2,0,0,1
245,2003-12-11,16614.699219,16712.300781,16472.199219,16551.599609,16551.599609,274080200.0,3,2,0,0,1
246,2003-12-12,16551.599609,17083.5,16551.599609,16955.199219,16955.199219,559325100.0,0,2,0,0,1
247,2003-12-15,16955.199219,17647.900391,16955.199219,17410.0,17410.0,548591500.0,1,2,0,0,1
248,2003-12-16,17410.0,17529.900391,17158.0,17208.5,17208.5,353153400.0,4,2,0,0,1
249,2003-12-17,17208.5,17354.0,17126.699219,17230.800781,17230.800781,258041600.0,5,2,0,0,1
250,2003-12-18,17230.800781,17742.400391,17230.800781,17742.400391,17742.400391,354530100.0,3,2,0,0,1
251,2003-12-19,17742.400391,18210.099609,17742.400391,18206.099609,18206.099609,519727700.0,0,2,0,0,1
252,2003-12-22,18206.099609,18439.300781,18045.599609,18387.599609,18387.599609,471419700.0,1,2,0,0,1
253,2003-12-23,18387.599609,18701.099609,18184.699219,18242.0,18242.0,487068300.0,4,2,0,0,1
254,2003-12-24,18242.0,18457.699219,18141.099609,18239.900391,18239.900391,326846000.0,5,2,0,0,1
255,2003-12-25,18239.900391,18459.0,17535.699219,17643.699219,17643.699219,412940800.0,3,2,0,0,1
256,2003-12-26,17643.699219,17996.800781,17628.0,17996.800781,17996.800781,196675700.0,0,2,0,0,1
257,2003-12-29,17996.800781,18169.099609,17859.300781,17973.900391,17973.900391,201455400.0,1,2,0,0,1
258,2003-12-30,17973.900391,18318.199219,17973.900391,18292.900391,18292.900391,211915200.0,4,2,0,0,1
259,2003-12-31,18292.900391,18708.0,18292.900391,18625.0,18625.0,206474500.0,5,2,0,1,1
260,2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0,0
